star,hit rate,작품개수
Glen Hansard,139.57814666666667,1
Glenn Close,1.7589553261858075,6
Glenn Jacobs,2.33849575,1
Glenn Plummer,0.343299,1
Goldie Hawn,3.0038239275363523,6
Graham Chapman,0.6615384615384615,1
Grant Bardsley,0.48383390909090906,1
Greg Evigan,1.017903125,1
Greg Kinnear,2.409424889069264,4
Greg Stebner,0.5731608181818182,1
Gregory Hines,0.4193168461538462,1
Griffin Dunne,2.357626888888889,1
Gugu Mbatha-Raw,1.806010152686763,2
Guy Pearce,1.6049460033333336,5
Gwyneth Paltrow,2.8617699447619054,7
Gérard Depardieu,1.2720336446808511,2
Hailee Steinfeld,2.809407203703704,2
Hal Holbrook,2.628594375,1
Hal Scardino,0.7923584666666666,1
Haley Joel Osment,1.494190943174603,3
Haley Lu Richardson,13.075399285714285,1
Halle Berry,2.1733224434047407,6
Hank Azaria,2.603982089393939,2
Harley Jane Kozak,0.24110623076923077,1
Harrison Ford,3.9805582852175077,26
Harry Dean Stanton,0.086,1
Harry Hamlin,0.8955735,1
Hart Bochner,0.3168945,1
Harvey Keitel,1.0626886444329573,8
Hayden Christensen,3.052512411325946,7
Hayden Panettiere,0.8789948333333333,1
Heath Ledger,1.0569237517200694,5
Heather Donahue,4143.984983333334,1
Heather Graham,0.013453666666666666,1
Heather Langenkamp,8.863299541666667,3
Heather Matarazzo,5.71127375,1
Heather O'Rourke,1.3442369523809523,1
Heather Sossaman,62.88209,1
Helen Hunt,5.374690478260869,1
Helen Mirren,4.144065128406038,9
Helen Shaver,1.9936704,1
Helen Slater,0.40846965714285716,1
Helena Bonham Carter,0.07519421764705883,2
Henry Cavill,2.066231338611111,4
Henry Thomas,75.51529085714286,1
Hera Hilmar,0.83869818,1
Hideaki Anno,4.551108566666667,1
Hiep Thi Le,0.17772572727272729,1
Hilary Duff,2.4806831078173373,4
Hilary Swank,3.2533331664965988,7
Himesh Patel,5.892052653846154,1
Hitoshi Takagi,8.257005405405405,1
Holly Hunter,3.308376082142857,2
Howard E. Rollins Jr.,3.6368911666666666,1
Howard Stern,1.4725285357142857,1
Howie Long,0.429748,1
Huey Lewis,0.31524961904761906,1
Hugh Bonneville,5.134139690909091,1
Hugh Grant,7.018862364172622,12
Hugh Jackman,2.831268914207075,13
Hugh Laurie,0.8117128,1
Hugo Weaving,2.4539080555555555,1
Hulk Hogan,1.2232817875000002,2
Hume Cronyn,2.60355188,1
Hye-ja Kim,3.4407014,1
Ian Bannen,18.41915,1
Ian McKellen,2.4115779811601734,5
Ian Michael Smith,0.6084471666666667,1
Ice Cube,3.9879021228124016,10
Idris Elba,1.4922885957017544,4
Iko Uwais,4.888075060606061,2
Illeana Douglas,0.1320626,1
Imelda Staunton,1.206169909090909,1
Ioan Gruffudd,2.8288840200000003,2
Irrfan Khan,11.621777,1
Isabela Merced,2.4425027551020406,1
Isabella Rossellini,1.436461,1
Ivana Baquero,4.413171947368421,1
J. Michael Finley,12.298125857142857,1
Jack Black,2.790734443741122,13
Jack Huston,0.94061311,1
Jack Lemmon,1.1231410515655946,5
Jack Mulcahy,43.8088487394958,1
Jack Nicholson,1.799854673787492,18
Jack O'Connell,2.4839891846153845,1
Jack Palance,0.21714795555555555,1
Jack Thompson,0.037437866666666667,1
Jackie Chan,3.4352534696434938,18
Jackie Earle Haley,2.3657991335164836,2
Jackie Mason,0.5899151,1
Jacob Tierney,0.09112333333333333,1
Jacob Tremblay,10.431163025,2
Jada Pinkett Smith,4.621209555555556,1
Jaden Smith,1.873938323076923,1
Jaime Pressly,0.3601510476190476,1
Jake Gyllenhaal,2.8902515201494148,17
Jake Johnson,8.130879470588235,1
Jake Schur,0.19521225,1
Jake T. Austin,0.4750625142857143,1
Jamal Woolard,2.22100835,1
James Allen McCune,9.0346308,1
James Arnold Taylor,0.66928685,1
James Caan,2.021402687984849,5
James Corden,7.02992132,1
James Cromwell,8.471163666666667,1
James Franco,2.6193971321620313,7
James Karen,1.4848264516129033,1
James Le Gros,2.427617,1
James Levine,1.135932125,1
James Lorinz,0.0820272,1
James Marsden,0.906009323525641,4
James Marshall,0.46117205,1
James McAvoy,7.355417899387224,9
James Olson,2.5069634,1
James Ransone,5.332915,1
James Spader,4.99627379,5
James Van Der Beek,2.1238964945175436,3
James Woods,0.5096091089152435,5
Jamie Bell,8.226201926870006,3
Jamie Foxx,1.773776538846872,6
Jamie Kennedy,1.5111164904761905,2
Jamie Lee Curtis,7.5043935774057315,8
Jane Adams,1.3554595454545455,1
Jane Fonda,2.4079577146769577,7
Jane Levy,5.737820705882353,1
Janeane Garofalo,0.0590412,1
Janet Jackson,2.2692592634920636,3
Jang Dong-Gun,3.112183034970238,2
Jared Gilman,4.266501375,1
Jared Harris,89.17581,1
Jared Leto,1.7766441028368793,3
Jared Padalecki,4.816271263157895,1
Jason Bateman,3.3079533722728787,12
Jason Beghe,0.763511,1
Jason Biggs,7.004963014343435,6
Jason Clarke,4.542632767965368,2
Jason David Frank,1.20198,1
Jason Drucker,1.8245896363636365,1
Jason James Richter,7.68493125,1
Jason Lee,3.869556095833333,4
Jason Lively,0.1182732,1
Jason London,1.1584114492753623,1
Jason Mewes,1.5358255,1
Jason Momoa,3.9419255215277778,2
Jason Patric,0.4792040252100841,2
Jason Priestley,0.1977346153846154,1
Jason Robards,0.4421052631578947,1
Jason Schwartzman,1.0860758537037036,3
Jason Scott Lee,2.0510189947089947,3
Jason Segel,2.4786915791666666,2
Jason Statham,2.0406449151747355,17
Jason Sudeikis,4.7991181098111815,3
Javier Bardem,0.7016861555555556,1
Jay Baruchel,3.4624467819068796,4
Jay Chandrasekhar,3.028713367195767,4
Jay Hernandez,17.07913041666667,1
Jay Mohr,1.9889299,1
Jean Dujardin,8.895523733333333,1
Jean Reno,2.3776561714285713,2
Jean-Claude Van Damme,3.908252428222517,18
Jean-Louis Trintignant,3.3330494382022473,1
Jeff Bridges,1.6402721465151877,23
Jeff Daniels,1.585388103896104,3
Jeff Fahey,2.0644483,2
Jeff Goldblum,3.3348191204566207,5
Jeff Speakman,1.4061361,1
Jeffrey Combs,1.26423,2
Jeffrey Donovan,3.1824729333333335,1
Jeffrey Falcon,0.0730625,1
Jeffrey Wright,1.2867608441666667,2
Jemaine Clement,4.533225,1
Jena Malone,2.0551018,1
Jeni Courtney,2.0530896666666667,1
Jenn Proske,4.0273933,1
Jennifer Aniston,2.3464511105959343,12
Jennifer Beals,23.23030075,1
Jennifer Carpenter,3.4433255,1
Jennifer Connelly,1.6472787106060607,2
Jennifer Garner,2.4445248166723075,6
Jennifer Jason Leigh,0.18889650000000002,2
Jennifer Lawrence,4.516309599799987,10
Jennifer Lopez,3.3128820320840333,11
Jennifer Love Hewitt,3.521112751583711,3
Jennifer Morrison,2.7553115714285714,1
Jennifer Rubin,2.4492745,1
Jennifer Tilly,1.6472099955555555,3
Jennifer Westfeldt,10.013424,1
Jensen Ackles,6.715647866666667,1
Jensen Daggett,2.8687952,1
Jeppe Beck Laursen,2.70849625,1
Jeremy Davies,3.4059639375,2
Jeremy Irons,0.24579830541676065,6
Jeremy Irvine,2.690679984848485,1
Jeremy Northam,0.7823732,1
Jeremy Piven,1.8126603137254902,3
Jeremy Renner,2.953854562936508,6
Jeremy Sumpter,1.21975011,1
Jeremy Theobald,8.080333333333334,1
Jerry O'Connell,0.3553087692307692,1
Jerry Seinfeld,1.95676224,1
Jerry Springer,0.46285515,1
Jessalyn Gilsig,0.56276995,1
Jesse Bradford,1.694984073717949,3
Jesse Eisenberg,3.258141262641913,10
Jesse McCartney,38.39002,1
Jesse Metcalfe,2.002660021111111,2
Jessica Alba,3.8201249691358026,3
Jessica Biel,11.301463684210526,1
Jessica Chastain,3.8424688244157736,6
Jessica Lange,0.46963930137111665,4
Jessica Rothe,16.659654208333333,2
Jessica Simpson,3.1996178333333334,1
Jet Li,2.6372924864068885,7
Jillian McWhirter,0.025441666666666668,1
Jim Belushi,2.1283758473128342,4
Jim Carrey,4.443860226711075,22
Jim Caviezel,5.220463781194139,5
Jim Cummings,2.433853816666667,2
Jim Henson,2.7753620666666667,1
Jim Parsons,2.8595674592592593,1
Jim Sturgess,1.8731019300595237,4
Jim Varney,4.732793669312169,3
Jimmy Bennett,0.7243127,1
Jimmy Smits,2.0144314545454547,1
Jing Wu,14.583177333333333,1
JoBeth Williams,4.683644091244466,2
Joan Allen,1.73728675,2
Joanna Pacula,0.31152466666666667,1
Joaquin Phoenix,3.345863295185614,12
Jocelin Donahue,0.11246111111111111,1
Jodi Benson,2.8448917196428574,2
Jodi Carlisle,2.21001984,1
Jodie Foster,3.2094545828591525,12
Joe Alwyn,0.7732746,1
Joe Colligan,0.22405333333333333,1
Joe Mantegna,0.6055319166666666,1
Joe Morton,10.50631142857143,1
Joe Nicolo,0.0459098,1
Joe Pesci,1.3717375044406328,6
Joel Edgerton,3.9470688,1
Joel Kinnaman,2.42688965,1
Joey Cramer,2.0627347777777776,1
Joey King,2.983051088888889,3
Joey Lawrence,2.3919789032258065,1
John Belushi,3.893663734204793,2
John Boyega,1.0346117778582202,3
John C. Reilly,1.6466981263413079,5
John Cameron Mitchell,0.6075178333333333,1
John Candy,3.0797633921596916,6
John Cassavetes,0.38501884615384613,1
John Cena,1.520346614905815,3
John Cho,30.678876183501686,3
John Cleese,3.4562742592592595,3
John Cusack,1.7856510174799645,20
John D. LeMay,5.311689333333334,1
John David Washington,4.000757675609756,2
John Erwin,3.8304285,1
John Gallagher Jr.,2.216926,1
John Getz,2.8188613333333334,1
John Goodman,4.033918360817778,7
John Hawkes,10.33610125,2
John Heard,3.7235384,1
John Hurt,0.6954171262939958,3
John Krasinski,1.1582153176470587,2
John Leguizamo,1.488361905050505,3
John Lithgow,2.7713442388888887,3
John Lloyd Young,1.691175325,1
John Lurie,27.066666666666666,1
John Magaro,0.03181995,1
John Malkovich,1.39440175,1
John Neville,0.17334597898348703,1
John Ritter,12.825487438571429,4
John Travolta,3.9710801184825937,25
John Turturro,0.683771,1
Johnny Depp,2.1143670729501687,31
Johnny Knoxville,5.1951918210526316,2
Jon Cryer,1.0027772857142858,1
Jon Favreau,4.402549818181818,1
Jon Foster,3.8998135714285715,1
Jon Hamm,1.5393382,1
Jon Heder,115.3472175,1
Jon Voight,0.9897923650718955,5
Jonah Hill,2.6615519091666666,4
Jonathan Brandis,0.4825979722222222,1
Jonathan Breck,3.711921529411765,1
Jonathan Cherry,1.1515150833333334,1
Jonathan D. Mellor,3.3666364285714288,1
Jonathan Lipnicki,0.7990247142857143,1
Jonathan Pryce,0.6633302,1
Jonathan Taylor Thomas,0.4071446,1
Jonny Lee Miller,0.3781864,1
Jonny Weston,0.3971058,1
Jordan Ladd,20.368929333333334,1
Jordana Brewster,2.960415054166667,2
Josef Sommer,0.01091775,1
Joseph Cross,0.047029166666666664,1
Joseph Fiennes,1.6631671916666666,2
Joseph Gordon-Levitt,3.575437891085099,11
Joseph Mazzello,0.5857520833333333,1
Josephine Langford,4.982603928571429,1
Josh Brolin,1.036529586051832,5
Josh Duhamel,1.4756513,1
Josh Gad,7.026834164772728,2
Josh Hartnett,2.2985260035099935,6
Josh Hutcherson,4.446124923638238,3
Josh Lucas,0.5871727555555556,1
Josh Peck,0.5292448333333334,1
Josh Radnor,0.5753405,1
Josh Stewart,1.5148533166666667,2
Josh Zuckerman,0.9871545263157895,1
Joshua Jackson,3.7604511964285714,2
Jovan Adepo,1.096259052631579,1
Judd Nelson,1.220639225,2
Jude Law,0.9932541258237155,5
Judi Dench,6.3422637341991335,6
Judith Hoag,14.960438148148148,1
Judy Davis,1.7000929375,1
Julia Louis-Dreyfus,3.161109,1
Julia Ormond,0.4568113238095239,3
Julia Roberts,3.8985247004076258,14
Julia Stiles,5.921709363636364,2
Julian Morris,32.586408,1
Julian Sands,0.8803685952380952,3
Julianna Margulies,3.4174942,1
Julianne Hough,2.1388765866666666,2
Julianne Moore,1.8180465839540638,10
Julie Andrews,3.7989840897435894,2
Julie Walters,0.08765666023945105,1
Juliette Binoche,2.4843460014285714,3
Juliette Lewis,0.7945036285714285,1
Jung Suh,0.024963,1
Juno Temple,0.15406173611111112,2
Justin Chambers,0.81334505,1
Justin Chatwin,1.37551475,2
Justin Long,2.2919675758454106,3
Justin Theroux,1.883486475,1
Justin Timberlake,2.49191493,2
Justin Whalin,1.1683200829059828,2
Kaitlyn Dever,2.133276875,2
Kal Penn,4.3619079,1
Kane Hodder,0.8457840303030303,2
Kang-ho Song,6.136217068546366,5
Karan Ashley,3.3216597,1
Karen Allen,0.4239090833333333,1
Karen Black,0.40705525,1
Karen Gillan,8.8919902,1
Karl Urban,0.8160853375793651,4
Karra Elejalde,0.21276846153846155,1
Kate Beckinsale,2.5916059493073345,8
Kate Bosworth,1.3400567745454544,3
Kate Capshaw,0.4988155138888889,2
Kate Hodge,2.882781,1
Kate Hudson,2.512707014127189,6
Kate Maberly,1.7322970555555555,1
Kate Mara,1.2509649375,2
Kate McNeil,24.952908235294117,1
Kate Winslet,1.570324326752047,6
Katherine Heigl,3.786112960105263,5
Kathleen Turner,1.6128207767094016,4
Kathryn McCormick,4.2566892727272725,1
Kathy Bates,5.498022306818182,2
Katie Chang,2.505697,1
Katie Featherston,6474.778672,2
Katie Holmes,3.3292531466666664,4
Katie Jarvis,0.8014333333333333,1
Katie Leung,4.154802,1
Katrin Cartlidge,0.40202473684210527,1
Kaya Scodelario,6.780896074074074,1
Keanu Reeves,2.8059718812595857,26
Keegan-Michael Key,1.3767555333333332,1
Keely Christian,3.551414285714286,1
Keenen Ivory Wayans,2.5853742844444447,3
Keir Gilchrist,0.811405,1
Keira Knightley,2.8873963668754397,7
Keisha Castle-Hughes,11.732278857142857,1
Keith Coogan,1.6307354,1
Keith Gordon,2.166788556701031,1
Kel Mitchell,2.634777,1
Kellan Lutz,0.8754207428571429,1
Kelly Clarkson,0.5659283583333333,2
Kelly Macdonald,2.9134227405405406,1
Kelly McGillis,1.2502037472527472,2
Kelsey Grammer,2.750478899641577,2
Ken Marshall,0.35992802127659573,1
Ken Ogata,0.1139992,1
Ken Wahl,0.8158198157894736,2
Ken Watanabe,3.6143804210526316,1
Kenan Thompson,1.8673585384615385,1
Kenneth Branagh,1.840447603982684,7
Kenny Wormald,2.6476386666666665,1
Kent McCord,0.0271035,1
Keri Russell,11.393238666666667,2
Kerry Fox,0.8318276,1
Kevin Anderson,0.019368840579710146,1
Kevin Bacon,1.6848933771490222,12
Kevin Clash,0.4493479615384615,1
Kevin Conroy,1.1070337619047619,2
Kevin Costner,3.414882829843942,27
Kevin Gage,0.6483990909090909,1
Kevin Hart,3.321210903496673,5
Kevin James,3.3582183775689507,5
Kevin Kline,1.1813724126064449,9
Kevin Sorbo,0.20375376666666667,1
Kevin Spacey,3.9214536348744304,10
Khalid Abdalla,3.75055145,1
KiKi Layne,1.7163805833333334,1
Kiefer Sutherland,1.6097321152815933,4
Kieran Culkin,0.7687997777777777,1
Kim Basinger,1.3984459247435896,4
Kimberly Elise,9.209491454545455,1
Kirk Cameron,34.001305125,2
Kirk Douglas,2.5141823841269844,3
Kirsten Dunst,2.144025801815683,11
Kirstie Alley,1.1159333125,1
Kit Harington,0.6366776407142858,2
Kitana Kiki Rodriguez,8.28874,1
Klinton Spilsbury,0.7009913888888889,1
Kodi Smit-McPhee,1.4284190281862745,4
Konstantin Khabenskiy,11.984828333333333,1
Kotaro Daigo,17.42860063063063,1
Kris Kristofferson,0.23233850227272726,2
Kristanna Loken,0.146011,1
Kristen Bell,3.737617788756203,7
Kristen Connolly,2.3311866666666665,1
Kristen Stewart,5.956374532602335,9
Kristen Wiig,8.87333916923077,1
Kristin Kreuk,0.7091222777777778,1
Kristy Swanson,1.3317852967032968,2
Kumail Nanjiani,11.282317,1
Kuno Becker,2.7610873,1
Kurt Russell,1.6110202407783232,18
Kyle Chandler,2.2741184588235295,1
Kyle MacLachlan,1.361369925,2
Kyrie Irving,2.456021789473684,1
Kåre Hedebrant,2.806834,1
Kôji Yakusho,3.114843,1
LaKeith Stanfield,5.6783459375,1
Lady Gaga,12.116357388888888,1
Lake Bell,3.3591896296296295,1
Lance Guest,1.9155526666666667,1
Lance Henriksen,0.9163184523809523,2
Lane Smith,0.086426,1
Lara Flynn Boyle,0.350570875,1
Lara Jill Miller,3.3286382,1
Larenz Tate,1.8464964,2
Larry B. Scott,0.2338242338242338,1
Laura Dern,0.46529339999999997,2
Laura Linney,6.6831892084210525,3
Laurel Holloman,8.841632,1
Lauren Ambrose,0.17874466666666666,1
Lauren Cohan,7.3929392,1
Lauren German,1.7756608529411764,2
Lauren Hutton,3.125,1
Lauren Tewes,1.3982925,1
Laurence Fishburne,0.9589950003671329,8
Laurence Olivier,1.4262767231884057,2
Lea Thompson,1.026020918918919,1
Lee Pace,0.1223155,1
Leo Fitzpatrick,4.941477333333333,1
Leonardo DiCaprio,3.835532188627327,20
Lesley-Anne Down,0.14448364285714285,1
Leslie Cheung,0.835060755952381,2
Leslie Mann,4.477100952380952,1
Leslie Nielsen,2.436408448752013,6
Levi Miller,0.8559221333333333,1
Lewis Collins,0.4444788333333333,1
Lewis MacDougall,1.1002165813953488,1
Liam Aiken,2.5272564444444443,1
Liam Hemsworth,1.424515277056277,2
Liam Neeson,3.533061032682179,20
Liesel Matthews,0.5891440588235294,1
Liev Schreiber,4.79899888,1
Lily Collins,1.299505215228758,3
Lily James,3.857237155338346,3
Lily Tomlin,12.008455,1
Lilyan Chauvin,2.339399061032864,1
Lin Shaye,16.7885588,1
Linda Blair,4.9199864,1
Linda Cardellini,13.681526555555555,1
Linda Fiorentino,2.3370412,1
Linda Griffiths,5.102796666666666,1
Linda Hamilton,1.4114556324324323,1
Lindsay Lohan,2.667270464281046,6
LisaRaye McCoy,5.169218888888889,1
Liv Tyler,0.7543436666666666,1
Llyr Ifans,0.038764545454545454,1
Logan Lerman,1.8969485917642825,5
Logan Marshall-Green,3.341336,1
Loren Dean,0.16269496428571428,1
Lorenza Izzo,2.5332898,1
Lori Cardille,1.4285714285714286,1
Lori Heuring,0.22000145833333334,1
Lori Petty,0.1625798,1
Lorraine Bracco,0.16474446645962731,2
Lorraine Gary,2.2556962173913044,1
Lou Diamond Phillips,4.172556624542125,3
Lou Ferrigno,4.2704776,1
Lou Taylor Pucci,0.5346855,1
Louis Ashbourne Serkis,0.5447622033898305,1
Louis C.K.,11.672781746666667,1
Louis Tripp,0.3127650769230769,1
Louise Lasser,0.0017003333333333334,1
Lubna Azabal,1.0440585294117648,1
Lucas Black,1.8701718823529412,1
Lucas Hedges,1.0775528181818181,1
Lucas Pittaway,0.6746935,1
Lucas Till,0.51595132,1
Luciano Pavarotti,0.11997594736842106,1
Lucy Hale,27.237345714285713,1
Lukas Haas,0.3627955319148936,1
Luke Evans,1.731698748768473,2
Luke Perry,2.803342285714286,1
Luke Wilson,1.0335830851190477,4
Lupita Nyong'o,12.759229,1
Macaulay Culkin,6.444745855795651,7
Mackenzie Foy,1.449675575,1
Macon Blair,2.3650309523809523,1
Madeleine Stowe,0.7307361636363637,3
Madeline Carroll,0.3089155,1
Madonna,0.9029656773547238,5
Mads Mikkelsen,3.1260853157894735,2
Mae Whitman,5.142322823529412,1
Magda Szubanski,0.7681317777777777,1
Maggie Smith,4.990970871212122,5
Mahershala Ali,16.33415075,1
Maika Monroe,21.947454,1
Malcolm McDowell,0.4330830909090909,2
Mandy Moore,3.579865474235614,6
Marc Singer,0.95097675,2
Marcel Ruiz,3.6031684285714287,1
Marco Leonardi,10.8721005,1
Maren Jensen,3.3116168,1
Margot Kidder,0.8608572,1
Margot Robbie,3.6462149905863366,2
Mariah Carey,0.23962118181818182,1
Maribel Verdú,16.808346,1
Mariel Hemingway,0.348467185515873,3
Mario Van Peebles,1.63069915,2
Marion Cotillard,1.911523485,2
Marisa Paredes,1.462681111111111,1
Mark Addy,0.7164852409638555,1
Mark Blankfield,0.7584376,1
Mark Dacascos,0.5472285,1
Mark Duplass,15.955873,2
Mark Hamill,22.264188772222223,2
Mark Ruffalo,4.9345127,1
Mark Rylance,1.0388655115504195,2
Mark Strong,0.1795917142857143,1
Mark Wahlberg,2.7937444421002273,24
Marla Sokoloff,0.626805962962963,1
Marlon Brando,0.9973300958333333,2
Marlon Wayans,6.68451717977068,6
Mars Callahan,0.14092775,1
Martin Freeman,3.8697940711111114,2
Martin Henderson,2.3472874624999998,2
Martin Landau,0.782277494736842,2
Martin Lawrence,2.317785853120766,10
Martin Sheen,1.4425721538461538,1
Martin Short,0.5741415859014821,4
Martin Yost,4.4337,1
Mary Beth McDonough,17.276004,1
Mary Elizabeth Winstead,2.79234869,2
Mary McDonnell,1.4458315315315315,1
Mary Steenburgen,3.248648,1
Mary-Kate Olsen,0.7096608666666666,1
Masako Nozawa,13.618581176470588,1
Masatoshi Nagase,0.5517760714285714,1
Massimo Troisi,7.29964,1
Matilda Anna Ingrid Lutz,3.3232356,1
Matt Damon,2.0411878127010072,25
Matt Dillon,1.2236609661538462,5
Matt Lanter,8.033275764705882,1
Matt LeBlanc,0.18426583333333332,1
Matt Passmore,10.2952888,1
Matthew Broderick,4.61616289428775,12
Matthew Goode,0.6725593,1
Matthew Lillard,3.5625987835213033,2
Matthew Macfadyen,5.198823666666667,1
Matthew McConaughey,2.045181234466226,25
Matthew Modine,0.7801778400826548,6
Matthew Perry,1.0843831137931035,2
Max Gail,2.016828375,1
Max Records,1.00140916,1
Max Thieriot,0.86003252,1
Meg Ryan,2.0896150849487176,5
Megan Fox,2.5572425852037037,3
Megumi Okina,1.0451074285714286,1
Mekhi Phifer,3.8521074,1
Mel B,1.17370368,1
Mel Brooks,1.5805020098263214,4
Mel Gibson,3.6163136762607264,25
Melanie Griffith,1.272153765079365,6
Melanie Kinnaman,9.968371818181819,1
Melanie Lynskey,0.609827,1
Melanie Martinez,0.0718754,1
Melissa Joan Hart,2.6580481176470587,1
Melissa Leo,5.457664,1
Melissa McCarthy,2.111920401265182,7
Melissa Rauch,0.17594742857142856,1
Melissa Sagemiller,0.2528906470588235,1
Meryl Streep,3.005707096600538,23
Method Man,1.564187,1
Mia Farrow,2.1268515526041667,4
Mia Wasikowska,2.313815298765597,4
Michael Angarano,0.0118492,1
Michael B. Jordan,9.520326803915344,3
Michael Biehn,0.05400965,2
Michael Caine,1.6559496659102344,11
Michael Cera,3.450829088888889,4
Michael Crawford,0.5063116923076924,1
Michael Douglas,4.2060103826568005,18
Michael Dudikoff,7.699392642857144,3
Michael E. Knight,0.24862025,1
Michael Ealy,4.574920125,1
